description,established,id,name,organic,resource_url,website
"Alaska has a rich history of brewing. From the explorers of the 1700s through the Gold Rush, many a thirsty Alaskan has been able to enjoy locally made beers.

In 1986, 28-year-olds Marcy and Geoff Larson reignited that tradition when they opened the Alaskan Brewing Company, the 67th brewery in the country and the first brewery in Juneau since Prohibition. Alaskan beers reflect many of the same characteristics of beers that were brewed here during the gold rush era. From the historically based Alaskan Amber recipe to alder-smoked malts and Sitka spruce tips, Alaskan beers reflect Juneau's local brewing history and innovation.

Marcy and Geoff were drawn to the beauty and adventure of Alaska, but finding a livelihood that would allow them to stay was a challenge. ""Why not start a brewery?"" a friend suggested. Other than the extreme financial and logistical challenges of brewing beer in the Last Frontier, they couldn't think of why not.

Maybe the idea wasn't so far-fetched. After all, Geoff was a chemical engineer and a homebrewer and was married to Marcy, an adventure-seeking accountant and aspiring bush pilot. Together they brought a unique skill set to the task of opening a brewery in Alaska.

While researching brewing in Alaska, Marcy unearthed shipping records from Douglas City Brewing Co. (1899-1907) that listed ingredients for its popular beers and a newspaper article that described the way it was brewed. Geoff homebrewed a batch of the Gold Rush-era brew and they could see what made it so popular. That beer is now known as Alaskan Amber.

In December 1986, Alaskan Brewing Co. officially began operations when Geoff, Marcy and 10 volunteers spent 12 hours hand packaging the first 253 cases of Alaskan Amber for distribution in Juneau, Alaska. From that very humble beginning, Alaskan Brewing Co. has grown to become the most award-winning craft brewery in the history of the Great American Beer Festival and expanded distribution to 14 states.",1986,VPHkaP,Alaskan Brewing Co.,False,brewery,http://www.alaskanbeer.com
"The first batch of beer was made in the Lindberg household in 1981 and 
involved both Brian and Barbara. Brian made the beer and Barbara tolerated it. 
The first two batches weren't anything to brag about. 

Several years went by without trying another batch until the craft beer industry 
started taking hold in America. 

We started with five gallon batches, then went to fifteen gallon batches, doing 
one to two batches a day. We also started thinking about finding a building
that we could take this hobby to and get the equipment we had accumulated 
out of the garage. 

In 2012, we moved to Skean's Block, on the north side of the historic Albia 
square, which was built in 1889 by Elmer Skean and first served as a grocery 
store on one side and a boot store on the other. The whole building was 
remodeled in 1996, as part of the Bates Foundation.

We feel like this is more Albia's business than our own. We are watching 
over the building and enjoying our hobby of making hand-crafted beers. 

We want you to feel at home when you arrive and like you are stepping back in 
time. Ask us about the photos of Albia on the walls, as well as our ancestors.",2012,kk8e8f,Albia Brewing Co,False,brewery,http://www.albiabrewingcompany.blogspot.com
,1851,NxRmqR,Albquell Bräuhaus,False,brewery,http://www.albquell-brauhaus.de/
,,x7JUFh,Albrechtický pivovar,False,brewery,http://www.albrechtickypivovar.cz
"San Francisco's exciting sights and extraordinary cuisine have been captured for your enjoyment at Alcatraz Brewing Company!

Take a virtual vacation to San Francisco every time you visit one of our locations across the U.S. See scale replicas of the Golden Gate Bridge and a Chinese pagoda while sampling foods from famous Bay Area neighborhoods. Enjoy award-winning, hand crafted beers and cask ales. And be sure to leave room for our signature ""The Rock"" dessert.",,XIPWtQ,Alcatraz Brewing Co,False,brewery,http://www.alcatrazbrewing.com/
"Founded in 1865 in Riga, Aldaris employs more than 400 workers, and is the biggest brewery in Latvia. It brews a range of beers, mostly pale lagers. The most popular brands include Luksus, Zelta, Gaišais (Light beer), Pilzenes (Pilsner) and Porteris.",1865,k2jMtH,Aldaris Brewery,False,brewery,http://www.aldaris.lv/
We want to take the fear out of craft beer. Well crafted beer thats easy to drink. Craft beer for All!,2014,31jJJL,Aldus Brewing Co.,False,brewery,http://www.aldusbrewing.com
"At ALE ASYLUM, we brew beers in the tradition of our friend Crusty Oldbrewer who sent us on this path: brew honest, brew like you mean it. Thus, our beer is brewed and bottled with our own hands on Madison’s East Side. In fact, ALE ASYLUM operates the only bottling facility in Madison.

ALE ASYLUM is unfiltered and all natural. We use no additives, preservatives, fruit, horse hooves, fish guts, or extracts. Our ingredient list: water, malt, hops, and yeast. This is what we mean when we say our beer is FERMENTED IN SANITY. You know who makes it, you know what it’s made with. You know after having one you’ll want another.

We brew traditional, bold beers for those who demand quality and consistency. To those people we say: raise a pint, because you believe how we believe.",2006,MMSB2i,Ale Asylum,False,brewery,http://www.aleasylum.com
"Located in San Jose California, we founded our brewery the principle of creating high quality, low volume, hand crafted beers. Ale House Brewing will take beers back to what they are meant to be - full bodied and flavorful. All of our beers are aged on oak to enhance the flavor profile and extract some of the natural sugars found in the wood. We invite you to experience our beers!",,OJdDDq,Ale House Brewing Company,False,brewery,http://www.alehousebrewing.com/
,,aL6PiB,Ale India,False,brewery,
"The idea for Ale Industries started on the front porch of the Old River house, on Hammer Island, CA. Steve and Morgan brewed together almost every weekend, through scorching summers, wind and rain, and one time even through a flood! During the week they both worked at the local craft brewery, and learned how to turn their dream into an actual production brewery. Morgan sold the river house, and Steve sold everything he owned, then the two started down the path to Ale Industries.",,gLF6R7,Ale Industries,False,brewery,http://www.aleindustries.com/
"Ale Syndicate Brewers is one of Chicago's newest breweries. Located in the Logan Square community, Ale Syndicate is dedicated to making craft beer worthy of Chicagoans. Ale Syndicate's founders, brothers Samuel Evans and Jesse Edwin Evans, aim to produce their unique take on traditional styles of beer, such as IPA, porter and session ale. Learn more at alesyndicate.com",2012,KAEeiz,Ale Syndicate,False,brewery,http://www.alesyndicate.com
"Fritz3Flavors, rather than a - Beer can be more than required by the Reinheitsgebot and enjoyment is not linked to Community, insurance or even special offers. For a long time the beverage beer in German lands was drunk critical, but now it's time for more flavor and more conscious enjoyment. The not-not so new impetus to the beery diversity finally reached now the curious German beer drinkers. In fact Craft Beer was born in the early 1980s in the United States and is nothing more than a return to flavor beer diversity and creative crafts.

This is exactly what Fritz Wülfing: New to create copy instead of familiar things. How many brewers of craft beer scene he brews with passion many different and especially innovative beers. There are not only IPAs and Stoutvariationen, but also completely new creations such as Goshen and other beers with historical background. All in one: different and delicious!",,LY6vOx,Ale-Mania,False,brewery,http://www.ale-mania.de/
Coming to Chicago in 2013,2013,JyJ8dh,Aleman Brewpub,False,brewery,http://alemanchicago.com/
"Forged in 1995, AleSmith is an artisan microbrewery that specializes in handcrafted ales in a variety of styles. Deeply rooted in the amateur and craft brewing communities, AleSmith ales have continued to garner national and international awards and acclaim, as well as a loyal and rabid following among beer enthusiasts.",1995,ygAzC9,AleSmith Brewing Company,False,brewery,http://www.alesmith.com
"AleWerks Brewing Company is located in the heart of the early colonies in Williamsburg, Virginia. Established in 2006 we have rolled out a broad range of beer offerings and quickly established a reputation for fine beer. We operate a direct fired brick-clad Peter Austin brew house and ferment all our beers in state-of-the-art conical fermentors.",2006,2ONHw4,Alewerks Brewing Company,False,brewery,http://alewerks.com/
